Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	EHI02809 Read Count	EHI02809 Covered Fraction	EHI02809 Length	EHI01176 Read Count	EHI01176 Covered Fraction	EHI01176 Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	EHI01174 Read Count	EHI01174 Covered Fraction	EHI01174 Length	EHI02816 Read Count	EHI02816 Covered Fraction	EHI02816 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	EHI02800 Read Count	EHI02800 Covered Fraction	EHI02800 Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	EHI02786 Read Count	EHI02786 Covered Fraction	EHI02786 Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	EHI01178 Read Count	EHI01178 Covered Fraction	EHI01178 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	EHI02814 Read Count	EHI02814 Covered Fraction	EHI02814 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	EHI01177 Read Count	EHI01177 Covered Fraction	EHI01177 Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	EHI01179 Read Count	EHI01179 Covered Fraction	EHI01179 Length	EHI02781 Read Count	EHI02781 Covered Fraction	EHI02781 Length	EHI01175 Read Count	EHI01175 Covered Fraction	EHI01175 Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	EHI02805 Read Count	EHI02805 Covered Fraction	EHI02805 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	EHI02790 Read Count	EHI02790 Covered Fraction	EHI02790 Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	EHI01180 Read Count	EHI01180 Covered Fraction	EHI01180 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length	EHI01172 Read Count	EHI01172 Covered Fraction	EHI01172 Length
EHA04823_bin.96	451	0.009531566	2767541	823	0.013297003	2767541	105	0.0014749556	2767541	89448	0.86805505	2767541	3105	0.022623694	2767541	1856	0.017001374	2767541	137610	0.9507028	2767541	154	0.0013026004	2767541	902	0.013325186	2767541	1210	0.015750805	2767541	1252	0.01597194	2767541	644	0.011526839	2767541	8307	0.025842074	2767541	104	0.0013495735	2767541	1000	0.010692163	2767541	108	0.0014626703	2767541	972	0.015634818	2767541	12211	0.028672745	2767541	4912	0.023154851	2767541	2453	0.02224827	2767541	2085	0.018599905	2767541	73259	0.8386575	2767541	2529	0.0235263	2767541	89	0.0015464992	2767541	1663	0.01910866	2767541	1757	0.018013464	2767541	1265	0.013490315	2767541	679	0.0124319745	2767541	600	0.0102553135	2767541	1557	0.017111942	2767541	100129	0.85380524	2767541	2298	0.021850083	2767541	2310	0.018081034	2767541	2735	0.019994644	2767541	58	0.0012440647	2767541	1193	0.014906735	2767541	3811	0.023541838	2767541	252578	0.9785467	2767541	63	0.0008317853	2767541	94667	0.8817784	2767541	2133	0.018093318	2767541	2097	0.017546263	2767541	71	0.0012614086	2767541	2534	0.019824458	2767541	37	0.0009940232	2767541	5857	0.024917789	2767541	102	0.0012122676	2767541	4567	0.020655159	2767541	22751	0.032664016	2767541	2689	0.019114804	2767541	4061	0.022463262	2767541	881	0.011972723	2767541	2490	0.020572776	2767541	62440	0.76238	2767541	1382	0.016755307	2767541	2002	0.01811283	2767541	99039	0.915576	2767541
EHA04823_bin.97	729	0.002293911	1314785	889	0.00218743	1314785	627	0.035072654	1314785	11428	0.49629787	1314785	1831	0.0025411	1314785	2030	0.0027441748	1314785	1322	0.07625353	1314785	452	0.028082918	1314785	537	0.0020862727	1314785	1587	0.0020969207	1314785	1706	0.0020969207	1314785	388	0.0020550888	1314785	937	0.0027426537	1314785	377	0.02323802	1314785	905	0.0021433162	1314785	352	0.023264641	1314785	1329	0.002323574	1314785	2156	0.0025220853	1314785	4945	0.0026856102	1314785	3098	0.0021821058	1314785	579	0.0021159353	1314785	17031	0.5564948	1314785	4065	0.0031092537	1314785	525	0.03006119	1314785	5721	0.0025852136	1314785	501	0.0022361071	1314785	1555	0.0021440769	1314785	1105	0.0021532038	1314785	526	0.001962298	1314785	1094	0.0023053198	1314785	5147	0.26535594	1314785	740	0.0021410345	1314785	2400	0.0020847516	1314785	1983	0.002546424	1314785	20	0.0007164669	1314785	4565	0.0019866365	1314785	1647	0.0025160008	1314785	194	0.006689307	1314785	319	0.019108828	1314785	305	0.017581582	1314785	2516	0.0024597177	1314785	1709	0.0020535677	1314785	476	0.027348198	1314785	956	0.0022893476	1314785	45	0.0012656061	1314785	6688	0.0030605765	1314785	332	0.02014702	1314785	1184	0.0022574032	1314785	13067	0.0032088896	1314785	4563	0.00241028	1314785	4856	0.002687892	1314785	860	0.0022102473	1314785	969	0.0020520466	1314785	802	0.041259218	1314785	1895	0.0021881904	1314785	1321	0.0021775423	1314785	64593	0.9586252	1314785
EHA04823_bin.98	548	0.011845697	2209832	2083	0.034188572	2209832	1553	0.009326048	2209832	34600	0.65470046	2209832	4222	0.050768565	2209832	2045	0.025889298	2209832	23741	0.55999553	2209832	1709	0.01023924	2209832	1284	0.02937101	2209832	2021	0.03843731	2209832	2375	0.036906425	2209832	534	0.015880393	2209832	7838	0.06260159	2209832	1500	0.009698475	2209832	1697	0.01858467	2209832	1700	0.010556911	2209832	3090	0.046692688	2209832	8769	0.054090988	2209832	4224	0.056474883	2209832	3938	0.04210999	2209832	1605	0.018301845	2209832	443468	0.9863442	2209832	1855	0.026526904	2209832	1572	0.009901205	2209832	3630	0.026550887	2209832	1570	0.029386397	2209832	768	0.0103166215	2209832	445	0.008612872	2209832	552	0.010352823	2209832	489	0.011266015	2209832	72131	0.91541666	2209832	2095	0.027550511	2209832	2331	0.029748416	2209832	4280	0.03364283	2209832	122	0.0036224474	2209832	3502	0.04055376	2209832	3991	0.044286173	2209832	248099	0.99405247	2209832	1005	0.009293467	2209832	55309	0.83486617	2209832	4387	0.026116464	2209832	2603	0.0408927	2209832	1294	0.009821561	2209832	1721	0.03445194	2209832	53	0.0014535042	2209832	2892	0.03290069	2209832	1127	0.008301536	2209832	2482	0.031456236	2209832	27802	0.07535641	2209832	2918	0.045037813	2209832	3687	0.027977692	2209832	656	0.011500422	2209832	2074	0.0425874	2209832	319620	0.98992413	2209832	1913	0.026352681	2209832	2073	0.031681143	2209832	7612	0.2464934	2209832
EHA04823_bin.9	42	0.00039711196	3230827	0	0	3230827	0	0	3230827	14977	0.28137317	3230827	14	0.00014021178	3230827	4	0.000047665813	3230827	11895	0.26333103	3230827	0	0	3230827	6	0.00008264138	3230827	6	0.00022656738	3230827	1	0.00004673726	3230827	0	0	3230827	18	0.0001659018	3230827	2	0.00006871306	3230827	0	0	3230827	0	0	3230827	2	0.000025690017	3230827	18	0.00023399582	3230827	8	0.00009502211	3230827	4	0.000047665813	3230827	8	0.00021604376	3230827	21	0.00035439842	3230827	0	0	3230827	0	0	3230827	21	0.0002996137	3230827	5	0.000097498254	3230827	26	0.00032035142	3230827	1	0.000043642078	3230827	0	0	3230827	8	0.00014702119	3230827	25731	0.44354898	3230827	2	0.00009347452	3230827	18	0.00020428206	3230827	7	0.00012721201	3230827	0	0	3230827	2	0.000021975797	3230827	0	0	3230827	135641	0.9499661	3230827	0	0	3230827	5	0.00017456831	3230827	26	0.00016033047	3230827	0	0	3230827	0	0	3230827	4	0.000072736795	3230827	0	0	3230827	194	0.00063575053	3230827	0	0	3230827	18	0.00017828253	3230827	10	0.00007923668	3230827	8	0.00004116593	3230827	67	0.0005794182	3230827	3	0.0000677845	3230827	11	0.00020675821	3230827	4391	0.090514906	3230827	2	0.000024761463	3230827	0	0	3230827	101302	0.91258556	3230827
nhnw_bin.100	1508	0.052717812	2729438	96	0.0031449697	2729438	374	0.01003027	2729438	10847	0.2552236	2729438	45668	0.7110859	2729438	6832	0.1898933	2729438	12396	0.31057677	2729438	492	0.011368641	2729438	5764	0.17880824	2729438	10161	0.2866396	2729438	10776	0.30584648	2729438	1477	0.051469937	2729438	6350	0.15696858	2729438	387	0.009611502	2729438	5571	0.10370706	2729438	344	0.008614227	2729438	6080	0.1888352	2729438	2682	0.069169916	2729438	25939	0.5442285	2729438	12475	0.34695786	2729438	3642	0.12026725	2729438	8607	0.21613277	2729438	22547	0.4876916	2729438	416	0.0106498115	2729438	21050	0.48411945	2729438	399	0.01309537	2729438	5681	0.13491642	2729438	4823	0.16405942	2729438	1892	0.052044414	2729438	7783	0.2547594	2729438	13669	0.30818763	2729438	12774	0.34168828	2729438	20671	0.4637541	2729438	27271	0.5342792	2729438	393	0.012779553	2729438	6845	0.17468394	2729438	17654	0.44079953	2729438	25961	0.49869534	2729438	371	0.009621028	2729438	21971	0.45811483	2729438	7799	0.18396132	2729438	18926	0.427669	2729438	278	0.007539281	2729438	1465	0.050903887	2729438	383	0.009422086	2729438	13235	0.28539136	2729438	355	0.008574659	2729438	8389	0.21530622	2729438	30272	0.53164977	2729438	15547	0.37552494	2729438	5884	0.14004898	2729438	222	0.006296168	2729438	1307	0.043021675	2729438	6030	0.14878887	2729438	7913	0.25107917	2729438	5188	0.15788378	2729438	1889	0.047557775	2729438
nhnw_bin.101	4398	0.11976236	1972264	11573	0.32563186	1972264	19575	0.3971872	1972264	15330	0.37102133	1972264	35003	0.7070199	1972264	66193	0.9079221	1972264	13265	0.33665523	1972264	18951	0.40175605	1972264	7248	0.25316995	1972264	15060	0.45262247	1972264	25341	0.5816189	1972264	5252	0.18803619	1972264	93486	0.9416949	1972264	18076	0.38729805	1972264	15095	0.2997834	1972264	18489	0.3943458	1972264	4876	0.16620949	1972264	80740	0.92729723	1972264	13435	0.33665472	1972264	98271	0.9713603	1972264	3864	0.13311605	1972264	33468	0.6600313	1972264	54981	0.87358385	1972264	20154	0.39926043	1972264	51404	0.83030266	1972264	1364	0.037570022	1972264	6910	0.16793239	1972264	3186	0.12725528	1972264	1871	0.04846207	1972264	8444	0.29169676	1972264	8771	0.25733572	1972264	70558	0.91385126	1972264	9979	0.31130672	1972264	66048	0.85534596	1972264	1275	0.03959409	1972264	4700	0.124619216	1972264	18668	0.45696416	1972264	13133	0.33504084	1972264	12141	0.32227126	1972264	13638	0.34377447	1972264	6794	0.09359548	1972264	17642	0.41728997	1972264	12058	0.31907696	1972264	29538	0.7074803	1972264	355	0.010403273	1972264	25953	0.40395606	1972264	12098	0.32682946	1972264	31165	0.58726674	1972264	108522	0.96654606	1972264	17067	0.42979896	1972264	2195	0.04532963	1972264	9120	0.23770803	1972264	13847	0.41715765	1972264	13803	0.32961512	1972264	2658	0.08079953	1972264	11518	0.32314843	1972264	10114	0.30933535	1972264
nhnw_bin.102	9054	0.19361699	4258712	22922	0.40015736	4258712	410	0.009990814	4258712	14	0.00022189808	4258712	3254	0.05924397	4258712	3912	0.063186474	4258712	976	0.01857463	4258712	102	0.0024925377	4258712	705	0.015196378	4258712	697	0.014786866	4258712	24559	0.437073	4258712	3546	0.0825846	4258712	33335	0.41191	4258712	117	0.0030281455	4258712	94	0.0010075816	4258712	1359	0.032461222	4258712	4104	0.08287999	4258712	2278	0.041773427	4258712	873	0.013911483	4258712	6730	0.13668193	4258712	4179	0.09520813	4258712	1219	0.023833731	4258712	12430	0.21555038	4258712	204	0.0049972855	4258712	8446	0.15680352	4258712	73447	0.7914193	4258712	92	0.001560331	4258712	13	0.00027684428	4258712	23	0.0004762003	4258712	92	0.000811513	4258712	392	0.0064385664	4258712	968	0.021379234	4258712	41467	0.5820539	4258712	267	0.0046676085	4258712	448	0.0077718333	4258712	474	0.005504481	4258712	4278	0.09045904	4258712	2403	0.042039707	4258712	327	0.008652851	4258712	393	0.006726212	4258712	595	0.009748252	4258712	5113	0.09370345	4258712	92	0.0019717228	4258712	55	0.0012571876	4258712	0	0	4258712	2006	0.030375617	4258712	1168	0.027864529	4258712	176295	0.9560839	4258712	204656	0.95068365	4258712	707	0.011612666	4258712	100598	0.78845644	4258712	736	0.011666908	4258712	75962	0.8227492	4258712	82	0.0011320324	4258712	714	0.015291243	4258712	302	0.0052856356	4258712	63	0.0014318883	4258712
nhnw_bin.103	8125	0.28181368	2168603	4897	0.025640931	2168603	2723	0.093373016	2168603	3003	0.037258547	2168603	3637	0.028296558	2168603	5437	0.03566305	2168603	2615	0.034526836	2168603	3568	0.09969828	2168603	4586	0.12256877	2168603	3340	0.041245908	2168603	2101	0.021606537	2168603	15214	0.4911208	2168603	14238	0.07904489	2168603	2818	0.088782966	2168603	10313	0.19092014	2168603	3647	0.111291	2168603	46477	0.83842546	2168603	27149	0.3860513	2168603	74985	0.8925446	2168603	152230	0.984247	2168603	2191	0.018560335	2168603	3282	0.042537063	2168603	6894	0.060715586	2168603	4638	0.12864734	2168603	29324	0.60726744	2168603	37853	0.7901091	2168603	3982	0.019209601	2168603	6677	0.19882339	2168603	2447	0.046067446	2168603	49194	0.8724534	2168603	3867	0.042624675	2168603	5087	0.04132753	2168603	3138	0.035660286	2168603	20187	0.3439274	2168603	441	0.012505746	2168603	1399	0.014560064	2168603	2817	0.01958911	2168603	12355	0.054725554	2168603	3164	0.107746325	2168603	3722	0.042701684	2168603	28829	0.56809616	2168603	34840	0.64500415	2168603	4788	0.14737229	2168603	47890	0.85105896	2168603	205	0.002700817	2168603	112325	0.9312696	2168603	3262	0.09743231	2168603	31447	0.6765858	2168603	61896	0.8304023	2168603	44978	0.77448756	2168603	22115	0.34914044	2168603	1529	0.01087751	2168603	8308	0.0333814	2168603	2378	0.029922029	2168603	7346	0.21271989	2168603	5515	0.034439683	2168603	1716	0.0292391	2168603
nhnw_bin.104	19876	0.4947092	2593463	6174	0.070921004	2593463	1898	0.042290557	2593463	5645	0.123052455	2593463	90172	0.8994688	2593463	211346	0.9567848	2593463	21839	0.37556696	2593463	2814	0.058446564	2593463	63481	0.8308694	2593463	63997	0.84996355	2593463	47130	0.7166071	2593463	15618	0.39821428	2593463	262947	0.93747896	2593463	1956	0.040210713	2593463	285304	0.935974	2593463	2370	0.0479521	2593463	548620	0.9594685	2593463	722650	0.95942223	2593463	145024	0.922654	2593463	101074	0.9129473	2593463	615953	0.9526841	2593463	23914	0.29788047	2593463	212191	0.9628759	2593463	2654	0.05200537	2593463	61565	0.8188889	2593463	45617	0.73486954	2593463	113781	0.88151056	2593463	28292	0.62459266	2593463	18990	0.40841916	2593463	169349	0.93757886	2593463	2943	0.06303232	2593463	22028	0.3867713	2593463	193837	0.94065154	2593463	83599	0.79118115	2593463	2065	0.051664125	2593463	219742	0.95421875	2593463	206920	0.9532093	2593463	65814	0.62422943	2593463	1792	0.04282421	2593463	15064	0.22423686	2593463	280270	0.9331411	2593463	32051	0.60408497	2593463	2203	0.047893107	2593463	33257	0.60409033	2593463	1241	0.030451562	2593463	64786	0.73795575	2593463	2091	0.04717322	2593463	58240	0.73405445	2593463	4041782	0.99007696	2593463	70319	0.8417344	2593463	101155	0.8762176	2593463	23910	0.45429567	2593463	144674	0.95827395	2593463	9778	0.1956415	2593463	270702	0.9491074	2593463	21151	0.43733612	2593463	17708	0.32293424	2593463
nhnw_bin.105	1418	0.029383926	1781280	2267	0.04970471	1781280	75	0.0031196668	1781280	161	0.0034351703	1781280	5621	0.23078685	1781280	52471	0.9179977	1781280	135	0.003578887	1781280	45	0.002204033	1781280	650	0.028534537	1781280	1621	0.07630019	1781280	6873	0.27152777	1781280	193	0.007878604	1781280	4742	0.114830345	1781280	61	0.002172595	1781280	16062	0.36880502	1781280	58	0.0027502694	1781280	610	0.015219954	1781280	26893	0.6936883	1781280	2888	0.11606149	1781280	2589	0.08845549	1781280	907	0.03999259	1781280	263	0.005183913	1781280	24596	0.7146277	1781280	48	0.0019188449	1781280	16464	0.50801444	1781280	15563	0.53987974	1781280	2270	0.068877436	1781280	2540	0.13224985	1781280	425	0.014763541	1781280	3040	0.116806455	1781280	275	0.0053293137	1781280	10969	0.32715014	1781280	2152	0.09907145	1781280	5291	0.12844415	1781280	164	0.006388103	1781280	3603	0.15192164	1781280	2043	0.07310305	1781280	514	0.0080335485	1781280	51	0.0019609495	1781280	197	0.0039353725	1781280	616	0.014460949	1781280	5425	0.19603488	1781280	41	0.0020052996	1781280	1310	0.04186484	1781280	86	0.0024364502	1781280	12736	0.3519194	1781280	52	0.0023196803	1781280	19826	0.37787995	1781280	179557	0.99715483	1781280	944	0.025695568	1781280	35654	0.8014602	1781280	1178	0.03278429	1781280	1646	0.07298122	1781280	326	0.0038646366	1781280	4485	0.21962354	1781280	1149	0.047638215	1781280	196	0.0058895852	1781280
nhnw_bin.106	15969	0.5868148	1769531	8697	0.38567394	1769531	739	0.03360721	1769531	11	0.0003413334	1769531	29872	0.7197043	1769531	72	0.0034042918	1769531	6	0.0003051656	1769531	853	0.03725733	1769531	7	0.00024300224	1769531	55	0.0026063402	1769531	121	0.0057681953	1769531	5131	0.26145968	1769531	16	0.00056625175	1769531	558	0.024686202	1769531	13842	0.36854059	1769531	678	0.031169277	1769531	2308	0.1102682	1769531	3478	0.11745485	1769531	167	0.0047747116	1769531	4293	0.20639254	1769531	11991	0.4825578	1769531	8	0.00015484329	1769531	560	0.026130088	1769531	718	0.03306187	1769531	13871	0.24387762	1769531	356	0.018212171	1769531	11750	0.26589024	1769531	72	0.0040067113	1769531	3632	0.15234941	1769531	60	0.0035009277	1769531	7	0.00047922303	1769531	15375	0.54674655	1769531	833	0.041448835	1769531	9837	0.3523606	1769531	3981	0.17876261	1769531	5532	0.23156361	1769531	3672	0.17468697	1769531	25	0.0007465255	1769531	627	0.028445391	1769531	1494	0.054182153	1769531	6213	0.16545062	1769531	61	0.0023927244	1769531	696	0.031160234	1769531	38	0.0014760974	1769531	1182	0.049506903	1769531	7992	0.24943106	1769531	610	0.027075537	1769531	36850	0.78329176	1769531	28112	0.6659567	1769531	6409	0.25278053	1769531	5984	0.21935022	1769531	94	0.004446941	1769531	2835	0.14940342	1769531	10	0.00041084332	1769531	3989	0.2019942	1769531	1261	0.06587847	1769531	16	0.00060072413	1769531
nhnw_bin.107	70	0.0020408777	2297051	210	0.0032158624	2297051	94	0.0034857737	2297051	55	0.0014505555	2297051	190	0.0036677462	2297051	41825	0.7550564	2297051	155	0.0043255463	2297051	119	0.0033425465	2297051	129	0.0047935373	2297051	115	0.003009511	2297051	217	0.003963778	2297051	90	0.0026551434	2297051	326	0.0051126424	2297051	76	0.003009511	2297051	139	0.002418318	2297051	120	0.00394767	2297051	84	0.002001697	2297051	556	0.0063433507	2297051	407553	0.99761957	2297051	370	0.0076537263	2297051	118	0.0029812139	2297051	49	0.0013312722	2297051	64837	0.9186187	2297051	99	0.0030743766	2297051	4325	0.14816737	2297051	63	0.0022319923	2297051	9448	0.23957545	2297051	17	0.0008480439	2297051	10667	0.29719105	2297051	78	0.0021928116	2297051	73	0.0024392144	2297051	255	0.004238478	2297051	21707	0.572306	2297051	39712	0.71214396	2297051	1343	0.04259592	2297051	1335	0.049864806	2297051	123	0.003408283	2297051	103	0.0030016748	2297051	94	0.0029920973	2297051	710	0.0059811473	2297051	576	0.019425778	2297051	119383	0.9826469	2297051	81	0.0029733777	2297051	172	0.00493067	2297051	5	0.0002154937	2297051	548	0.008542692	2297051	74	0.0023787022	2297051	802	0.007414289	2297051	1092	0.010119932	2297051	220	0.005010337	2297051	201	0.003971614	2297051	93	0.00245271	2297051	141	0.0038701796	2297051	87	0.0020752696	2297051	101	0.003215427	2297051	89	0.0029707656	2297051	44	0.001495831	2297051
nhnw_bin.108	3239	0.14759104	1646455	46315	0.92236656	1646455	600	0.0023286394	1646455	4991	0.019560207	1646455	3530	0.053994793	1646455	21255	0.6248151	1646455	2318	0.018505212	1646455	576	0.0019605758	1646455	593	0.017882664	1646455	3367	0.13591261	1646455	7096	0.26013708	1646455	2112	0.11091102	1646455	20970	0.530303	1646455	590	0.0020049135	1646455	2617	0.055284232	1646455	522	0.0022114178	1646455	1685	0.015959743	1646455	6682	0.09699931	1646455	6674	0.2376342	1646455	8056	0.28168035	1646455	1563	0.053621266	1646455	1370	0.010576055	1646455	24097	0.70454884	1646455	737	0.00231467	1646455	6066	0.14187087	1646455	12268	0.44929317	1646455	2342	0.054492835	1646455	495	0.009263539	1646455	738	0.019993866	1646455	1142	0.037332937	1646455	1000	0.010106563	1646455	19048	0.61682826	1646455	1791	0.021524427	1646455	11994	0.32845053	1646455	392	0.014560981	1646455	1208	0.03928015	1646455	5838	0.20549361	1646455	986	0.00604268	1646455	530	0.00223632	1646455	2859	0.02194776	1646455	3442	0.021073153	1646455	10850	0.38745242	1646455	531	0.0021828716	1646455	3306	0.15335129	1646455	89	0.002424603	1646455	31072	0.65623903	1646455	425	0.002425818	1646455	45313	0.86128503	1646455	58917	0.9027614	1646455	3527	0.09025148	1646455	4040	0.011842413	1646455	2586	0.080257885	1646455	1035	0.012364747	1646455	1338	0.011952953	1646455	1615	0.064552024	1646455	3637	0.14821662	1646455	565	0.010175802	1646455
nhnw_bin.109	28593	0.7586689	1975684	209840	0.99806243	1975684	19	0.0009556184	1975684	3735	0.10698219	1975684	76135	0.9538256	1975684	13719	0.4503043	1975684	2016	0.0706778	1975684	11	0.00040542922	1975684	21066	0.636615	1975684	31984	0.7954865	1975684	246954	0.9982973	1975684	392	0.02255472	1975684	29021	0.64246255	1975684	29	0.0013969846	1975684	1669	0.047570866	1975684	16	0.00096979074	1975684	4493	0.19608298	1975684	55792	0.9030518	1975684	898	0.036092818	1975684	2813	0.13258599	1975684	30437	0.7974165	1975684	515	0.01879096	1975684	10627	0.3994718	1975684	20	0.0008624861	1975684	428739	0.99143535	1975684	83770	0.97789526	1975684	20440	0.5242119	1975684	7210	0.31187782	1975684	8021	0.27438244	1975684	41127	0.8814112	1975684	51	0.0013185306	1975684	19218	0.59142303	1975684	8433	0.33266807	1975684	88506	0.96068704	1975684	814	0.030119695	1975684	1717	0.077634886	1975684	30980	0.76717585	1975684	54	0.00082907995	1975684	18	0.0007784646	1975684	1689	0.058257293	1975684	13296	0.4192862	1975684	3791	0.15034743	1975684	24	0.001102403	1975684	693	0.035447977	1975684	1782	0.0603553	1975684	33242	0.6505322	1975684	15	0.00067115994	1975684	9578	0.33921874	1975684	8858	0.30159935	1975684	631	0.027078217	1975684	24619	0.6287984	1975684	5384	0.18887079	1975684	2356	0.11323673	1975684	76	0.0006509138	1975684	124	0.0051642875	1975684	478	0.023430873	1975684	24	0.00067419687	1975684
nhnw_bin.10	8288	0.29797152	1679543	16133	0.435862	1679543	618	0.007972407	1679543	4359	0.058535565	1679543	96529	0.87058204	1679543	175067	0.9940698	1679543	4474	0.060738545	1679543	894	0.008071839	1679543	33643	0.7691872	1679543	133899	0.9912262	1679543	57853	0.93480253	1679543	59907	0.95502585	1679543	1040904	0.9971873	1679543	696	0.0075508635	1679543	39791	0.71101725	1679543	873	0.007928942	1679543	59702	0.91552705	1679543	350400	0.9956958	1679543	181201	0.99507844	1679543	100604	0.981589	1679543	88596	0.9662271	1679543	3057	0.050223783	1679543	148956	0.99685687	1679543	981	0.008498145	1679543	57937	0.87484515	1679543	147990	0.9909654	1679543	83553	0.9162141	1679543	33900	0.8234198	1679543	20369	0.5869555	1679543	14241	0.45225337	1679543	3812	0.053975396	1679543	126262	0.98622483	1679543	224601	0.9877812	1679543	72107	0.9242764	1679543	10383	0.32964385	1679543	62893	0.8356166	1679543	44683	0.87302977	1679543	2901	0.040963523	1679543	636	0.007792596	1679543	2408	0.04520575	1679543	135926	0.965955	1679543	81258	0.9535433	1679543	805	0.009189405	1679543	98269	0.99040335	1679543	3180	0.10339598	1679543	466160	0.9953041	1679543	720	0.0077890237	1679543	99999	0.9177217	1679543	902057	0.97221506	1679543	120460	0.982656	1679543	92853	0.94267607	1679543	24626	0.60059255	1679543	50153	0.90269375	1679543	1260	0.025732	1679543	47379	0.20427105	1679543	83777	0.9644808	1679543	1099	0.029003128	1679543
