ID,mag_name,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,host_species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,DM_batch,closest_placement_af,fastani_ani,MAG_url,AB_batch,taxonomy_level,DM_batch 2,sample_type,anno_url,gbk_url,kegg_url,annotated,dereplicated,coding_density,host_order,host_class,percent_unannotated_kegg
EHM070729,EHA04823_bin.94.fa,EHA04823,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__UBA1407,f__UBA1407,g__,s__,Lasiorhinus latifrons,0,96.49,2.7,3230827,43.00%,6462,634,1101,65,739,354,342,31.1,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.94.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070729_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070729.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070729_kegg.tsv.gz,TRUE,DMB0170,0.86,Diprotodontia,Mammalia,67.8
EHM070581,EHA04823_bin.23.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,Lasiorhinus latifrons,77.96,96.31,0.51,1437554,43.00%,55774,51,1461,41,1193,777,249,17,DMB0170,0.23,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.23.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070581_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070581.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070581_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,46.8
EHM070563,EHA04823_bin.213.fa,EHA04823,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Lasiorhinus latifrons,76.85,96.3,3.18,2236598,56.00%,41657,122,1887,60,1372,796,483,25.6,DMB0170,0.14,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.213.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070563_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070563.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070563_kegg.tsv.gz,TRUE,DMB0170,0.87,Diprotodontia,Mammalia,57.8
EHM070624,EHA04823_bin.27.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__HGM13233,s__,Lasiorhinus latifrons,77.2,96.17,0.22,1344159,40.00%,12430,164,1185,25,916,537,254,21.4,DMB0170,0.08,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.27.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070624_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070624.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070624_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,54.7
EHM070695,EHA04823_bin.63.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__QALR01,s__,Lasiorhinus latifrons,0,95.87,0.96,2002627,37.00%,27716,114,1482,49,1112,636,348,23.5,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.63.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070695_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070695.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070695_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,57.1
EHM070465,EHA04823_bin.123.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1750,g__,s__,Lasiorhinus latifrons,0,95.81,0.3,2195132,53.00%,19481,188,799,21,580,319,208,26,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.123.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070465_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070465.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070465_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,60.1
EHM070605,EHA04823_bin.252.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RGIG10190,s__,Lasiorhinus latifrons,78.65,95.79,1.94,2301939,37.00%,14856,232,2154,112,1681,946,441,20.5,DMB0170,0.32,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.252.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070605_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070605.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070605_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,56.1
EHM070450,EHA04823_bin.109.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RUG099,s__,Lasiorhinus latifrons,0,95.75,2.63,1550222,44.00%,12426,175,1408,15,1140,762,241,17.1,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.109.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070450_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070450.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070450_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,45.9
EHM070453,EHA04823_bin.111.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__P3,g__UBA1711,s__,Lasiorhinus latifrons,77.54,95.75,0.3,2277256,50.00%,23365,149,1780,41,1320,817,428,24,DMB0170,0.15,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.111.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070453_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070453.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070453_kegg.tsv.gz,TRUE,DMB0170,0.87,Diprotodontia,Mammalia,54.1
EHM070532,EHA04823_bin.186.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__OMSK01,s__,Lasiorhinus latifrons,0,95.65,1.59,2213678,54.00%,19578,175,1104,19,782,506,309,28,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.186.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070532_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070532.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070532_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,54.2
EHM070738,EHA04823_bin.42.fa,EHA04823,2.3.0,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanomethylophilus,s__,Lasiorhinus latifrons,78.4,95.65,0.36,2209832,52.00%,43975,82,542,5,372,213,152,28,DMB0170,0.3,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.42.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070738_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070738.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070738_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,60.7
EHM070633,EHA04823_bin.278.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__CAKUFI01,s__,Lasiorhinus latifrons,0,95.59,0,1721621,48.00%,60901,61,2254,95,1770,969,452,20.1,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.278.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070633_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070633.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070633_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,57
EHM070606,EHA04823_bin.253.fa,EHA04823,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Oxalobacter,s__Oxalobacter sp017524145,Lasiorhinus latifrons,98.32,95.56,0.57,1886696,48.00%,66536,52,1788,26,1403,1093,360,20.1,DMB0170,0.88,98.32,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.253.fa.gz,ABB0583,Species,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070606_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070606.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070606_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,38.9
EHM070612,EHA04823_bin.259.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,Lasiorhinus latifrons,80.35,95.53,0.53,2021182,48.00%,58526,79,1715,39,1382,854,315,18.4,DMB0170,0.51,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.259.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070612_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070612.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070612_kegg.tsv.gz,TRUE,DMB0170,0.94,Diprotodontia,Mammalia,50.2
EHM070472,EHA04823_bin.13.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__RGIG3994,s__,Lasiorhinus latifrons,78.34,95.47,0.22,1477625,43.00%,67016,38,1460,38,1148,712,292,20,DMB0170,0.08,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.13.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070472_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070472.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070472_kegg.tsv.gz,TRUE,DMB0170,0.85,Diprotodontia,Mammalia,51.2
EHM070543,EHA04823_bin.196.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-170,s__,Lasiorhinus latifrons,0,95.34,6,1526547,25.00%,57652,54,1356,25,1063,583,276,20.4,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.196.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070543_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070543.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070543_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,57
EHM070631,EHA04823_bin.276.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__UBA3207,s__,Lasiorhinus latifrons,0,95.31,1.55,1947046,52.00%,32164,103,1127,43,839,479,278,24.7,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.276.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070631_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070631.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070631_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,57.5
EHM070672,EHA04823_bin.40.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UBA1774,s__,Lasiorhinus latifrons,0,95.16,0.49,1795655,50.00%,29306,106,1842,43,1397,788,419,22.7,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.40.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070672_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070672.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070672_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,57.2
EHM070460,EHA04823_bin.119.fa,EHA04823,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__Victivallaceae,g__UBA1784,s__,Lasiorhinus latifrons,0,95,0,2188031,50.00%,22104,169,1325,73,907,454,392,29.6,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.119.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070460_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070460.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070460_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,65.7
EHM070548,EHA04823_bin.20.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-177,s__,Lasiorhinus latifrons,0,94.97,1.18,1773970,36.00%,12603,196,1804,85,1415,844,356,19.7,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.20.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070548_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070548.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070548_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,53.2
EHM070473,EHA04823_bin.130.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RGIG9608,s__,Lasiorhinus latifrons,0,94.93,0.08,1646902,44.00%,24213,113,1940,71,1366,788,548,28.2,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.130.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070473_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070473.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070473_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,59.4
EHM070542,EHA04823_bin.195.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAJOJO01,s__,Lasiorhinus latifrons,0,94.91,2.14,1203792,24.00%,41097,45,720,10,445,266,265,36.8,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.195.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070542_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070542.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070542_kegg.tsv.gz,TRUE,DMB0170,0.93,Diprotodontia,Mammalia,63.1
EHM070686,EHA04823_bin.54.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UBA5489,s__,Lasiorhinus latifrons,77.74,94.84,0.72,2796700,50.00%,47520,110,877,10,540,385,320,36.5,DMB0170,0.31,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.54.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070686_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070686.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070686_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,56.1
EHM070610,EHA04823_bin.257.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecisoma,s__,Lasiorhinus latifrons,80.45,94.82,8.49,2962250,38.00%,13297,402,685,12,478,282,200,29.2,DMB0170,0.54,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.257.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070610_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070610.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070610_kegg.tsv.gz,TRUE,DMB0170,0.93,Diprotodontia,Mammalia,58.8
EHM070487,EHA04823_bin.144.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Christensenellaceae,g__SIG371,s__,Lasiorhinus latifrons,78.84,94.78,1.5,2315170,43.00%,10468,358,2075,46,1588,965,453,21.8,DMB0170,0.3,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.144.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070487_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070487.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070487_kegg.tsv.gz,TRUE,DMB0170,0.87,Diprotodontia,Mammalia,53.5
EHM070514,EHA04823_bin.17.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA6857,s__,Lasiorhinus latifrons,0,94.77,2.67,838052,36.00%,10117,113,1955,76,1518,875,407,20.8,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.17.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070514_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070514.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070514_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,55.2
EHM070572,EHA04823_bin.221.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__SIG350,g__SIG350,s__,Lasiorhinus latifrons,80.93,94.76,0.23,1012465,32.00%,165151,16,1408,28,889,577,494,35.1,DMB0170,0.58,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.221.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070572_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070572.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070572_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,59
EHM070493,EHA04823_bin.15.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Lasiorhinus latifrons,76.73,94.62,2.81,2465647,35.00%,34943,135,1225,48,958,508,249,20.3,DMB0170,0.05,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.15.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070493_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070493.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070493_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,58.5
EHM070634,EHA04823_bin.279.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Limiplasma,s__,Lasiorhinus latifrons,0,94.59,3.49,1239693,36.00%,23107,96,2352,104,1789,960,533,22.7,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.279.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070634_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070634.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070634_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,59.2
EHM070679,EHA04823_bin.48.fa,EHA04823,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA3636,g__JAAZAI01,s__,Lasiorhinus latifrons,76.26,94.45,0.52,1980316,42.00%,6189,401,1947,111,1297,841,604,31,DMB0170,0.04,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.48.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070679_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070679.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070679_kegg.tsv.gz,TRUE,DMB0170,0.85,Diprotodontia,Mammalia,56.8
EHM070499,EHA04823_bin.155.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__UBA4345,s__,Lasiorhinus latifrons,78.78,94.38,0.1,2170413,48.00%,60273,65,2359,105,1771,1018,559,23.7,DMB0170,0.25,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.155.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070499_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070499.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070499_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,56.8
EHM070458,EHA04823_bin.117.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-698,g__CAG-698,s__,Lasiorhinus latifrons,78.47,94.08,0.03,1978539,45.00%,44178,95,1434,25,1061,668,347,24.2,DMB0170,0.21,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.117.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070458_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070458.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070458_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,53.4
EHM070656,EHA04823_bin.303.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,Lasiorhinus latifrons,82.09,94.07,2.86,2918352,39.00%,10754,416,425,3,272,173,148,34.8,DMB0170,0.56,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.303.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070656_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070656.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070656_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,59.3
EHM070526,EHA04823_bin.180.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Acetivibrionales_B,f__RGIG10202,g__,s__,Lasiorhinus latifrons,77.17,93.88,0.19,2002801,58.00%,31600,97,953,26,708,490,231,24.2,DMB0170,0.17,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.180.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070526_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070526.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070526_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,48.6
